song_name,song_popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,audio_valence
rock your body,0.74,0.202810428580961,0.9027355623100305,0.7144088262703797,0.00023470411233701103,0.36363636363636365,0.04225207671008102,0.8106708299259039,0.0,0.14877789585547294,0.41669211531953876,0.8313008130081301
beautiful girls,0.1,0.15963769360486693,0.7548125633232017,0.666309260168549,0.0,0.8181818181818182,0.29853348374525684,0.8145367135033331,1.0,0.06014877789585548,0.5364644805586049,0.7195121951219512
toxic,0.6,0.028011052782403453,0.78419452887538,0.8476847073442025,0.01835506519558676,0.4545454545454546,0.2359757973541175,0.8634550095408025,0.0,0.12858660998937302,0.5901790209559339,0.9380081300813009
michael jackson x mark ronson: diamonds are invincible,0.7000000000000001,0.34337282152638354,0.6808510638297873,0.8326535929373804,0.00042928786359077234,1.0,0.2370013331965952,0.9015438753004733,0.0,0.3634431455897982,0.4840663920963362,0.5579268292682927
yeah!,0.79,0.01837248869471734,0.905775075987842,0.7915685468920667,0.0,0.18181818181818182,0.028612450005127677,0.8442742794835576,1.0,0.11902231668437833,0.43338918280936617,0.592479674796748
live your life (feat. rihanna),0.76,0.07128418946774423,0.3799392097264438,0.8627158217510247,0.0,1.0,0.20520972207978666,0.877382102941541,0.0,0.2709883103081828,0.6596332092539555,0.48577235772357724
hips don t lie,0.84,0.2851398301632799,0.7882472137791288,0.8246369985870752,0.0,0.9090909090909092,0.40416367552045945,0.8147101826382177,0.0,0.07566418703506908,0.4127799007915219,0.7682926829268294
"hey, soul sister",0.77,0.21787068496797055,0.6838905775075989,0.8857635305081519,0.0,0.09090909090909091,0.07701774177007485,0.8508908879141576,0.0,0.04633368756641871,0.40042423592139254,0.7804878048780489
pumped up kicks,0.84,0.14558145431032468,0.7426545086119555,0.7104005290952271,0.11534603811434303,0.4545454545454546,0.08686288585786074,0.8157757787525091,0.0,0.03103081827842721,0.5281283272394126,0.9806910569105691
love never felt so good,0.74,0.13252923210824974,0.7852077001013172,0.7194191977393204,1.7953861584754262e-06,0.6363636363636364,0.056712132089016515,0.8067801650434911,0.0,0.04622741764080766,0.48495365593971557,0.7235772357723578
hall of fame,0.73,0.0655612920406806,0.4265450861195542,0.8737386389826942,0.0,0.9090909090909092,0.11496256794174957,0.8530964240576909,1.0,0.06004250797024443,0.34996574748883696,0.6402439024390244
all of me,0.85,0.9257027351574196,0.4275582573454914,0.2634753940657161,0.0,0.7272727272727273,0.12419239052404883,0.7856664931975318,1.0,0.03421891604675877,0.4949281522627291,0.33638211382113825
